Rank,Player,REC,Week,Year,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G, FPTS,FPTS/G,ROST,YBC,YBC/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
55,Todd Heap,8,11,2012,13,94,11.8,28,1,0,0,0,0,0,2,13.4,6.7,0.0%,57,7.1,57,7.1,37,4.6,0,0.0,0,3.4%,8,0,0,5,1,0,0,0,28
56,Niles Paul,6,11,2012,9,102,17.0,37,3,0,1,-1,0,0,10,13.1,1.3,0.0%,69,11.5,69,11.5,33,5.5,0,0.0,0,2.7%,6,1,0,3,3,2,0,0,37
57,David Ausberry,7,11,2012,11,92,13.1,31,2,0,0,0,0,0,10,12.7,1.3,0.0%,49,7.0,49,7.0,43,6.1,0,0.0,0,2.7%,7,0,0,5,2,1,0,0,31
58,David Thomas,4,11,2012,9,38,9.5,20,1,1,0,0,0,0,6,11.8,2.0,0.0%,20,5.0,20,5.0,18,4.5,0,0.0,0,2.3%,4,1,0,1,1,0,0,0,20
60,Orson Charles,5,11,2012,6,70,14.0,25,1,0,0,0,0,0,10,9.5,1.0,0.0%,45,9.0,45,9.0,25,5.0,0,0.0,0,1.8%,5,0,0,4,1,0,0,0,25
61,Bear Pascoe,3,11,2012,7,19,6.3,7,0,1,0,0,0,0,9,9.4,1.0,0.0%,13,4.3,13,4.3,6,2.0,0,0.0,0,1.9%,3,2,0,0,0,0,0,0,7
62,Nate Byham,3,11,2012,3,18,6.0,10,0,1,0,0,0,0,5,9.3,1.9,0.0%,12,4.0,12,4.0,6,2.0,0,0.0,0,0.9%,3,0,0,1,0,0,0,0,10
63,Konrad Reuland,6,11,2012,8,61,10.2,18,0,0,0,0,0,0,10,9.1,0.9,0.0%,27,4.5,27,4.5,34,5.7,0,0.0,0,2.5%,6,1,0,4,0,0,0,0,18
64,David Paulson,7,11,2012,9,51,7.3,9,0,0,0,0,0,0,10,8.6,0.9,0.0%,22,3.1,22,3.1,29,4.1,0,0.0,0,2.5%,7,0,0,0,0,0,0,0,9
65,Rhett Ellison,5,11,2012,6,60,12.0,29,1,0,0,0,0,0,10,8.5,0.9,0.0%,-1,-0.2,-1,-0.2,61,12.2,0,0.0,0,1.9%,5,0,0,2,1,0,0,0,29
66,Alex Smith,9,11,2012,13,40,4.4,17,0,0,0,0,0,0,6,8.5,1.4,0.0%,11,1.2,11,1.2,29,3.2,0,0.0,0,3.5%,9,2,0,2,0,0,0,0,17
67,Richard Gordon,2,11,2012,7,9,4.5,8,0,1,0,0,0,0,7,7.9,1.1,0.0%,3,1.5,3,1.5,6,3.0,0,0.0,0,1.7%,2,1,0,0,0,0,0,0,8
69,Steve Maneri,5,11,2012,9,51,10.2,19,0,0,0,0,0,0,7,7.6,1.1,0.0%,21,4.2,21,4.2,30,6.0,0,0.0,0,2.8%,5,0,0,3,0,0,0,0,19
70,Ladarius Green,4,11,2012,4,56,14.0,31,1,0,0,0,0,0,2,7.6,3.8,0.0%,14,3.5,14,3.5,42,10.5,0,0.0,0,1.2%,4,0,0,2,1,1,0,0,31
71,Randy McMichael,7,11,2012,9,40,5.7,13,0,0,0,0,0,0,7,7.5,1.1,0.0%,-4,-0.6,-4,-0.6,44,6.3,0,0.0,0,2.7%,7,0,0,2,0,0,0,0,13
72,Dorin Dickerson,4,11,2012,4,53,13.3,24,1,0,1,-8,0,0,7,6.5,0.9,0.0%,5,1.3,5,1.3,48,12.0,0,0.0,0,1.2%,4,0,0,3,1,0,0,0,24
73,Daniel Fells,2,11,2012,5,53,26.5,35,1,0,0,0,0,0,7,6.3,0.9,0.0%,36,18.0,36,18.0,17,8.5,0,0.0,0,1.3%,2,1,0,2,1,1,0,0,35
74,Will Heller,4,11,2012,6,43,10.8,17,0,0,0,0,0,0,10,6.3,0.6,0.0%,15,3.8,15,3.8,28,7.0,0,0.0,0,1.4%,4,1,0,2,0,0,0,0,17
75,Virgil Green,3,11,2012,3,44,14.7,28,1,0,0,0,0,0,6,5.9,1.0,0.0%,-2,-0.7,-2,-0.7,46,15.3,0,0.0,0,0.8%,3,0,0,2,1,0,0,0,28
76,D.J. Williams,4,11,2012,9,37,9.3,12,0,0,0,0,0,0,8,5.7,0.7,0.0%,10,2.5,10,2.5,27,6.8,0,0.0,0,2.6%,4,2,0,2,0,0,0,0,12
77,Mike McNeill,4,11,2012,5,31,7.8,10,0,0,0,0,0,0,10,5.1,0.5,0.0%,16,4.0,16,4.0,15,3.8,0,0.0,0,1.5%,4,0,0,1,0,0,0,0,10
79,Kyle Adams,3,11,2012,5,31,10.3,17,0,0,0,0,0,0,9,4.6,0.5,0.0%,26,8.7,26,8.7,5,1.7,0,0.0,0,1.7%,3,1,0,1,0,0,0,0,17
80,Gary Barnidge,3,11,2012,3,28,9.3,13,0,0,0,0,0,0,10,4.3,0.4,0.1%,16,5.3,16,5.3,12,4.0,0,0.0,0,1.0%,3,0,0,1,0,0,0,0,13
81,John Carlson,4,11,2012,7,19,4.8,11,0,0,0,0,0,0,8,3.9,0.5,0.0%,2,0.5,2,0.5,17,4.3,0,0.0,0,2.2%,4,0,0,1,0,0,0,0,11
82,Michael Palmer,4,11,2012,4,17,4.3,6,0,0,0,0,0,0,7,3.7,0.5,0.0%,3,0.8,3,0.8,14,3.5,0,0.0,0,1.0%,4,0,0,0,0,0,0,0,6
83,Taylor Thompson,3,11,2012,7,19,6.3,7,0,0,0,0,0,0,10,3.4,0.3,0.0%,8,2.7,8,2.7,11,3.7,0,0.0,0,2.0%,3,1,0,0,0,0,0,0,7
84,Jake O'Connell,3,11,2012,3,18,6.0,11,0,0,0,0,0,0,2,3.3,1.7,0.0%,10,3.3,10,3.3,8,2.7,0,0.0,0,0.9%,3,0,0,1,0,0,0,0,11
87,Matt Spaeth,4,11,2012,8,8,2.0,5,0,0,0,0,0,0,10,2.8,0.3,0.0%,-2,-0.5,-2,-0.5,10,2.5,0,0.0,0,2.7%,4,1,0,0,0,0,0,0,5
95,Tommy Gallarda,1,11,2012,4,7,7.0,7,0,0,0,0,0,0,9,1.2,0.1,0.0%,6,6.0,6,6.0,1,1.0,0,0.0,0,1.0%,1,0,0,0,0,0,0,0,7
96,Zach Potter,1,11,2012,4,4,4.0,4,0,0,0,0,0,0,10,0.9,0.1,0.0%,2,2.0,2,2.0,2,2.0,0,0.0,0,1.2%,1,1,0,0,0,0,0,0,4
100,Evan Moore,0,11,2012,5,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0%,0,1,0,0,0,0,0,0,0
1,Rob Gronkowski,46,10,2012,69,611,13.3,41,9,8,0,0,0,1,9,130.1,14.5,1.7%,369,8.0,369,8.0,242,5.3,0,0.0,0,19.3%,46,6,0,28,9,2,1,0,41
2,Tony Gonzalez,61,10,2012,79,617,10.1,25,2,6,0,0,0,0,9,128.2,14.2,0.0%,446,7.3,446,7.3,171,2.8,0,0.0,0,22.7%,61,3,0,32,2,0,0,0,25
3,Jimmy Graham,45,10,2012,71,533,11.8,46,7,7,0,0,0,0,8,117.8,14.7,0.0%,356,7.9,356,7.9,177,3.9,0,0.0,0,19.3%,45,9,0,24,7,1,1,0,46
4,Heath Miller,43,10,2012,57,431,10.0,30,5,6,0,0,0,0,9,102.6,11.4,0.0%,255,5.9,255,5.9,176,4.1,0,0.0,0,17.6%,43,2,0,17,5,1,0,0,30
5,Jason Witten,66,10,2012,90,585,8.9,35,4,1,0,0,0,0,9,97.5,10.8,0.0%,399,6.0,399,6.0,186,2.8,0,0.0,0,25.7%,66,7,0,22,4,1,0,0,35
6,Owen Daniels,37,10,2012,56,478,12.9,39,7,5,0,0,0,0,8,96.3,12.0,0.0%,269,7.3,269,7.3,209,5.6,0,0.0,0,20.4%,37,3,0,21,7,2,0,0,39
7,Greg Olsen,43,10,2012,63,497,11.6,34,5,3,0,0,0,0,9,89.2,9.9,7.0%,346,8.0,346,8.0,151,3.5,0,0.0,0,23.2%,43,3,0,23,5,1,0,0,34
8,Kyle Rudolph,34,10,2012,59,306,9.0,29,2,6,0,0,0,0,10,85.6,8.6,1.3%,165,4.9,165,4.9,141,4.1,0,0.0,0,18.8%,34,5,0,15,2,0,0,0,29
9,Brandon Myers,44,10,2012,57,499,11.3,29,6,2,0,0,0,0,9,83.9,9.3,0.0%,294,6.7,294,6.7,205,4.7,0,0.0,0,15.2%,44,3,0,25,6,0,0,0,29
10,Jermaine Gresham,37,10,2012,55,448,12.1,55,5,3,0,0,0,0,9,81.3,9.0,0.0%,195,5.3,195,5.3,253,6.8,0,0.0,0,17.6%,37,6,0,19,5,2,2,2,55
11,Vernon Davis,29,10,2012,41,404,13.9,53,9,4,0,0,0,0,9,78.9,8.8,1.6%,262,9.0,262,9.0,142,4.9,0,0.0,0,16.9%,29,1,0,17,9,1,1,1,53
12,Martellus Bennett,36,10,2012,58,411,11.4,33,4,3,0,0,0,0,10,77.1,7.7,23.0%,300,8.3,300,8.3,111,3.1,0,0.0,0,15.9%,36,4,0,18,4,3,0,0,33
13,Scott Chandler,27,10,2012,49,350,13.0,43,6,5,0,0,0,1,9,76.5,8.5,0.0%,245,9.1,245,9.1,105,3.9,0,0.0,0,16.6%,27,4,0,17,6,1,1,0,43
14,Dennis Pitta,37,10,2012,58,376,10.2,27,5,3,0,0,0,0,9,74.1,8.2,0.0%,255,6.9,255,6.9,121,3.3,0,0.0,0,18.6%,37,1,0,13,5,0,0,0,27
15,Brandon Pettigrew,42,10,2012,69,417,9.9,24,2,2,0,0,0,1,9,72.7,8.1,0.0%,225,5.4,225,5.4,192,4.6,0,0.0,0,17.3%,42,7,0,19,2,0,0,0,24
16,Jared Cook,31,10,2012,49,405,13.1,61,7,3,0,0,0,1,10,72.0,7.2,0.0%,275,8.9,275,8.9,130,4.2,0,0.0,0,14.0%,31,4,0,13,7,2,1,1,61
17,Antonio Gates,28,10,2012,47,338,12.1,33,4,4,0,0,0,0,8,71.8,9.0,0.2%,258,9.2,258,9.2,80,2.9,0,0.0,0,15.9%,28,4,3,17,4,2,0,0,33
18,Brent Celek,36,10,2012,60,467,13.0,34,8,1,0,0,0,1,9,68.7,7.6,0.0%,257,7.1,257,7.1,210,5.8,0,0.0,0,17.9%,36,6,0,22,8,1,0,0,34
19,Joel Dreessen,23,10,2012,32,222,9.7,30,3,4,0,0,0,0,9,57.7,6.4,0.0%,129,5.6,129,5.6,93,4.0,0,0.0,0,9.7%,23,1,0,8,3,1,0,0,30
20,Dwayne Allen,25,10,2012,32,280,11.2,27,6,2,1,0,0,0,9,52.5,5.8,0.0%,150,6.0,150,6.0,130,5.2,0,0.0,0,9.0%,25,0,0,13,6,0,0,0,27
21,Anthony Fasano,25,10,2012,42,192,7.7,17,0,3,0,0,0,0,9,49.7,5.5,0.1%,141,5.6,141,5.6,51,2.0,0,0.0,0,14.1%,25,0,0,8,0,0,0,0,17
22,Marcedes Lewis,26,10,2012,36,234,9.0,23,2,2,0,0,0,0,9,48.4,5.4,0.1%,93,3.6,93,3.6,141,5.4,0,0.0,0,11.5%,26,2,0,10,2,0,0,0,23
23,Jacob Tamme,30,10,2012,49,259,8.6,25,2,1,0,0,0,0,9,46.9,5.2,0.0%,164,5.5,164,5.5,95,3.2,0,0.0,0,14.9%,30,2,0,12,2,0,0,0,25
24,Jermichael Finley,29,10,2012,46,271,9.3,31,3,1,0,0,0,1,9,45.6,5.1,0.0%,180,6.2,180,6.2,91,3.1,0,0.0,0,14.3%,29,7,0,13,3,1,0,0,31
25,Fred Davis,24,10,2012,32,325,13.5,29,4,0,1,1,0,0,7,44.6,6.4,0.0%,193,8.0,193,8.0,132,5.5,0,0.0,0,12.0%,24,2,0,17,4,0,0,0,29
26,Zach Miller,23,10,2012,32,285,12.4,30,6,1,0,0,0,1,10,44.0,4.4,0.0%,202,8.8,202,8.8,83,3.6,0,0.0,0,12.6%,23,0,0,10,6,1,0,0,30
116,Zach Miller,0,10,2012,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0%,202,8.8,202,8.8,83,3.6,0,0.0,0,12.6%,23,0,0,10,6,1,0,0,30
27,Dallas Clark,20,10,2012,30,197,9.9,33,2,2,0,0,0,0,9,41.7,4.6,0.0%,133,6.7,133,6.7,64,3.2,0,0.0,0,11.1%,20,1,0,10,2,1,0,0,33
28,Tom Crabtree,6,10,2012,9,183,30.5,72,3,3,0,0,0,0,8,39.3,4.9,0.0%,51,8.5,51,8.5,132,22.0,0,0.0,0,2.8%,6,1,0,5,3,2,2,1,72
29,Rob Housler,24,10,2012,36,271,11.3,33,4,0,0,0,0,0,9,39.1,4.3,0.0%,148,6.2,148,6.2,123,5.1,0,0.0,0,10.2%,24,2,0,10,4,1,0,0,33
30,Lance Kendricks,23,10,2012,33,213,9.3,26,2,1,0,0,0,0,9,38.8,4.3,0.0%,152,6.6,152,6.6,61,2.7,0,0.0,0,11.5%,23,3,0,9,2,0,0,0,26
31,James Casey,21,10,2012,27,211,10.0,30,2,1,1,6,0,0,9,38.2,4.2,0.0%,67,3.2,67,3.2,144,6.9,0,0.0,0,9.8%,21,0,0,11,2,1,0,0,30
32,Dustin Keller,19,10,2012,25,220,11.6,32,4,1,0,0,0,0,5,37.5,7.5,0.0%,146,7.7,146,7.7,74,3.9,0,0.0,0,8.4%,19,2,0,10,4,1,0,0,32
33,Craig Stevens,18,10,2012,26,221,12.3,46,2,1,0,0,0,0,10,37.1,3.7,0.0%,123,6.8,123,6.8,98,5.4,0,0.0,0,7.4%,18,2,0,10,2,1,1,0,46
34,Aaron Hernandez,17,10,2012,24,143,8.4,23,1,2,1,5,0,0,4,35.3,8.8,0.0%,88,5.2,88,5.2,55,3.2,0,0.0,0,6.7%,17,1,0,6,1,0,0,0,23
35,Benjamin Watson,21,10,2012,34,182,8.7,27,2,1,0,0,0,0,9,34.7,3.9,2.8%,88,4.2,88,4.2,94,4.5,0,0.0,0,10.2%,21,2,0,8,2,0,0,0,27
36,Coby Fleener,21,10,2012,36,222,10.6,24,3,0,0,0,0,0,7,32.7,4.7,0.0%,136,6.5,136,6.5,86,4.1,0,0.0,0,10.1%,21,3,0,9,3,0,0,0,24
37,Tony Scheffler,17,10,2012,34,220,12.9,57,3,0,0,0,0,0,8,30.5,3.8,0.0%,180,10.6,180,10.6,40,2.4,0,0.0,0,8.5%,17,3,0,8,3,1,1,1,57
38,Kellen Davis,11,10,2012,26,150,13.6,25,3,2,0,0,0,1,9,30.5,3.4,0.2%,118,10.7,118,10.7,32,2.9,0,0.0,0,9.5%,11,5,0,8,3,0,0,0,25
39,Tony Moeaki,17,10,2012,34,219,12.9,38,2,0,0,0,0,0,9,30.4,3.4,0.0%,163,9.6,163,9.6,56,3.3,0,0.0,0,11.4%,17,3,0,11,2,1,0,0,38
40,Dante Rosario,9,10,2012,16,86,9.6,18,0,3,0,0,0,1,9,29.1,3.2,0.0%,55,6.1,55,6.1,31,3.4,0,0.0,0,5.4%,9,1,0,5,0,0,0,0,18
41,Jeff Cumberland,14,10,2012,26,143,10.2,27,2,1,0,0,0,0,8,27.3,3.4,0.0%,103,7.4,103,7.4,40,2.9,0,0.0,0,8.7%,14,1,0,6,2,0,0,0,27
42,Logan Paulsen,14,10,2012,22,200,14.3,31,3,0,0,0,0,0,9,27.0,3.0,0.0%,133,9.5,133,9.5,67,4.8,0,0.0,0,8.2%,14,1,0,11,3,1,0,0,31
43,Garrett Graham,13,10,2012,20,137,10.5,27,2,1,0,0,0,0,9,26.2,2.9,0.0%,63,4.8,63,4.8,74,5.7,0,0.0,0,7.3%,13,1,0,8,2,0,0,0,27
44,Clay Harbor,14,10,2012,19,104,7.4,19,0,1,0,0,0,0,9,23.4,2.6,0.0%,55,3.9,55,3.9,49,3.5,0,0.0,0,5.7%,14,1,0,4,0,0,0,0,19
45,Anthony McCoy,10,10,2012,17,97,9.7,22,1,1,0,0,0,0,10,20.7,2.1,0.0%,58,5.8,58,5.8,39,3.9,0,0.0,0,6.7%,10,0,0,4,1,0,0,0,22
46,Ed Dickson,12,10,2012,22,144,12.0,40,2,0,0,0,0,0,9,20.4,2.3,0.0%,87,7.3,87,7.3,57,4.8,0,0.0,0,7.1%,12,1,0,5,2,1,1,0,40
47,Jordan Cameron,12,10,2012,26,140,11.7,23,2,0,0,0,0,0,9,20.0,2.2,0.1%,75,6.3,75,6.3,65,5.4,0,0.0,0,7.8%,12,2,0,7,2,0,0,0,23
48,Charles Clay,7,10,2012,18,91,13.0,31,2,1,0,0,0,0,9,18.6,2.1,0.0%,38,5.4,38,5.4,53,7.6,0,0.0,0,6.1%,7,6,0,3,2,1,0,0,31
49,Delanie Walker,7,10,2012,17,89,12.7,25,2,1,0,0,0,0,9,18.4,2.0,0.1%,72,10.3,72,10.3,17,2.4,0,0.0,0,7.0%,7,5,0,4,2,0,0,0,25
50,Jeff King,11,10,2012,16,102,9.3,27,2,0,0,0,0,0,9,15.7,1.7,0.0%,51,4.6,51,4.6,51,4.6,0,0.0,0,4.5%,11,0,0,4,2,0,0,0,27
51,John Phillips,7,10,2012,8,55,7.9,19,0,1,0,0,0,0,9,15.0,1.7,0.0%,50,7.1,50,7.1,5,0.7,0,0.0,0,2.3%,7,0,0,1,0,0,0,0,19
52,Matthew Mulligan,6,10,2012,7,59,9.8,18,0,1,0,0,0,0,9,14.9,1.7,0.0%,35,5.8,35,5.8,24,4.0,0,0.0,0,2.6%,6,0,0,3,0,0,0,0,18
53,Kevin Boss,3,10,2012,3,65,21.7,29,2,1,0,0,0,0,2,14.0,7.0,0.0%,60,20.0,60,20.0,5,1.7,0,0.0,0,1.0%,3,0,0,3,2,0,0,0,29
54,Luke Stocker,5,10,2012,9,52,10.4,33,1,1,0,0,0,0,9,13.7,1.5,0.0%,27,5.4,27,5.4,25,5.0,0,0.0,0,3.3%,5,0,0,2,1,1,0,0,33
55,Todd Heap,8,10,2012,13,94,11.8,28,1,0,0,0,0,0,2,13.4,6.7,0.0%,57,7.1,57,7.1,37,4.6,0,0.0,0,3.7%,8,0,0,5,1,0,0,0,28
56,Niles Paul,6,10,2012,9,102,17.0,37,3,0,1,-1,0,0,9,13.1,1.5,0.0%,69,11.5,69,11.5,33,5.5,0,0.0,0,3.1%,6,1,0,3,3,2,0,0,37
57,David Ausberry,7,10,2012,11,92,13.1,31,2,0,0,0,0,0,9,12.7,1.4,0.0%,49,7.0,49,7.0,43,6.1,0,0.0,0,2.9%,7,0,0,5,2,1,0,0,31
58,David Thomas,4,10,2012,9,38,9.5,20,1,1,0,0,0,0,6,11.8,2.0,0.0%,20,5.0,20,5.0,18,4.5,0,0.0,0,2.5%,4,1,0,1,1,0,0,0,20
60,Orson Charles,5,10,2012,6,70,14.0,25,1,0,0,0,0,0,9,9.5,1.1,0.0%,45,9.0,45,9.0,25,5.0,0,0.0,0,1.9%,5,0,0,4,1,0,0,0,25
61,Bear Pascoe,3,10,2012,7,19,6.3,7,0,1,0,0,0,0,9,9.4,1.0,0.0%,13,4.3,13,4.3,6,2.0,0,0.0,0,1.9%,3,2,0,0,0,0,0,0,7
62,Rhett Ellison,5,10,2012,6,60,12.0,29,1,0,0,0,0,0,10,8.5,0.9,0.0%,-1,-0.2,-1,-0.2,61,12.2,0,0.0,0,1.9%,5,0,0,2,1,0,0,0,29
63,Richard Gordon,2,10,2012,7,9,4.5,8,0,1,0,0,0,0,6,7.9,1.3,0.0%,3,1.5,3,1.5,6,3.0,0,0.0,0,1.9%,2,1,0,0,0,0,0,0,8
64,Alex Smith,8,10,2012,12,38,4.8,17,0,0,0,0,0,0,5,7.8,1.6,0.0%,13,1.6,13,1.6,25,3.1,0,0.0,0,3.6%,8,2,0,2,0,0,0,0,17
66,Steve Maneri,5,10,2012,9,51,10.2,19,0,0,0,0,0,0,6,7.6,1.3,0.0%,21,4.2,21,4.2,30,6.0,0,0.0,0,3.0%,5,0,0,3,0,0,0,0,19
67,Randy McMichael,7,10,2012,8,40,5.7,13,0,0,0,0,0,0,6,7.5,1.3,0.0%,-4,-0.6,-4,-0.6,44,6.3,0,0.0,0,2.7%,7,0,0,2,0,0,0,0,13
68,David Paulson,6,10,2012,7,45,7.5,9,0,0,0,0,0,0,9,7.5,0.8,0.0%,23,3.8,23,3.8,22,3.7,0,0.0,0,2.2%,6,0,0,0,0,0,0,0,9
69,Konrad Reuland,5,10,2012,7,43,8.6,13,0,0,0,0,0,0,9,6.8,0.8,0.0%,23,4.6,23,4.6,20,4.0,0,0.0,0,2.3%,5,1,0,3,0,0,0,0,13
70,Daniel Fells,2,10,2012,5,53,26.5,35,1,0,0,0,0,0,7,6.3,0.9,0.0%,36,18.0,36,18.0,17,8.5,0,0.0,0,1.4%,2,1,0,2,1,1,0,0,35
71,Virgil Green,3,10,2012,3,44,14.7,28,1,0,0,0,0,0,5,5.9,1.2,0.0%,-2,-0.7,-2,-0.7,46,15.3,0,0.0,0,0.9%,3,0,0,2,1,0,0,0,28
72,D.J. Williams,4,10,2012,9,37,9.3,12,0,0,0,0,0,0,7,5.7,0.8,0.0%,10,2.5,10,2.5,27,6.8,0,0.0,0,2.8%,4,2,0,2,0,0,0,0,12
73,Dorin Dickerson,3,10,2012,3,49,16.3,24,1,0,1,-8,0,0,6,5.6,0.9,0.0%,10,3.3,10,3.3,39,13.0,0,0.0,0,1.0%,3,0,0,3,1,0,0,0,24
75,Kyle Adams,3,10,2012,5,31,10.3,17,0,0,0,0,0,0,8,4.6,0.6,0.0%,26,8.7,26,8.7,5,1.7,0,0.0,0,1.8%,3,1,0,1,0,0,0,0,17
76,Gary Barnidge,3,10,2012,3,28,9.3,13,0,0,0,0,0,0,9,4.3,0.5,0.1%,16,5.3,16,5.3,12,4.0,0,0.0,0,1.1%,3,0,0,1,0,0,0,0,13
77,Will Heller,3,10,2012,5,26,8.7,14,0,0,0,0,0,0,9,4.1,0.5,0.0%,13,4.3,13,4.3,13,4.3,0,0.0,0,1.3%,3,1,0,1,0,0,0,0,14
78,John Carlson,4,10,2012,7,19,4.8,11,0,0,0,0,0,0,8,3.9,0.5,0.0%,2,0.5,2,0.5,17,4.3,0,0.0,0,2.2%,4,0,0,1,0,0,0,0,11
79,Michael Palmer,4,10,2012,4,17,4.3,6,0,0,0,0,0,0,6,3.7,0.6,0.0%,3,0.8,3,0.8,14,3.5,0,0.0,0,1.1%,4,0,0,0,0,0,0,0,6
80,Mike McNeill,3,10,2012,3,22,7.3,10,0,0,0,0,0,0,9,3.7,0.4,0.0%,9,3.0,9,3.0,13,4.3,0,0.0,0,1.0%,3,0,0,1,0,0,0,0,10
82,Taylor Thompson,3,10,2012,7,19,6.3,7,0,0,0,0,0,0,10,3.4,0.3,0.0%,8,2.7,8,2.7,11,3.7,0,0.0,0,2.0%,3,1,0,0,0,0,0,0,7
83,Jake O'Connell,3,10,2012,3,18,6.0,11,0,0,0,0,0,0,2,3.3,1.7,0.0%,10,3.3,10,3.3,8,2.7,0,0.0,0,1.0%,3,0,0,1,0,0,0,0,11
86,Matt Spaeth,4,10,2012,8,8,2.0,5,0,0,0,0,0,0,9,2.8,0.3,0.0%,-2,-0.5,-2,-0.5,10,2.5,0,0.0,0,2.9%,4,1,0,0,0,0,0,0,5
95,Tommy Gallarda,1,10,2012,4,7,7.0,7,0,0,0,0,0,0,9,1.2,0.1,0.0%,6,6.0,6,6.0,1,1.0,0,0.0,0,1.1%,1,0,0,0,0,0,0,0,7
96,Zach Potter,1,10,2012,4,4,4.0,4,0,0,0,0,0,0,9,0.9,0.1,0.0%,2,2.0,2,2.0,2,2.0,0,0.0,0,1.3%,1,1,0,0,0,0,0,0,4
98,Evan Moore,0,10,2012,5,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0%,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0%,0,1,0,0,0,0,0,0,0
1,Rob Gronkowski,43,9,2012,65,580,13.5,41,8,7,0,0,0,1,8,119.5,14.9,1.7%,356,8.3,356,8.3,224,5.2,0,0.0,0,20.4%,43,6,0,27,8,2,1,0,41
2,Tony Gonzalez,50,9,2012,64,495,9.9,25,2,4,0,0,0,0,8,98.5,12.3,0.0%,345,6.9,345,6.9,150,3.0,0,0.0,0,21.5%,50,2,0,26,2,0,0,0,25
3,Owen Daniels,37,9,2012,56,478,12.9,39,7,5,0,0,0,0,8,96.3,12.0,0.0%,269,7.3,269,7.3,209,5.6,0,0.0,0,22.4%,37,3,0,21,7,2,0,0,39
4,Heath Miller,39,9,2012,53,384,9.8,30,4,6,0,0,0,0,8,95.9,12.0,0.0%,217,5.6,217,5.6,167,4.3,0,0.0,0,18.2%,39,2,0,15,4,1,0,0,30
5,Jason Witten,58,9,2012,80,538,9.3,35,4,1,0,0,0,0,8,88.8,11.1,0.0%,381,6.6,381,6.6,157,2.7,0,0.0,0,24.6%,58,7,0,21,4,1,0,0,35
6,Jimmy Graham,38,9,2012,63,387,10.2,24,5,5,0,0,0,0,7,87.7,12.5,0.0%,269,7.1,269,7.1,118,3.1,0,0.0,0,18.8%,38,8,0,17,5,0,0,0,24
7,Brandon Myers,39,9,2012,50,442,11.3,29,5,2,0,0,0,0,8,75.7,9.5,0.0%,244,6.3,244,6.3,198,5.1,0,0.0,0,15.2%,39,3,0,22,5,0,0,0,29
8,Vernon Davis,25,9,2012,36,374,15.0,53,9,4,0,0,0,0,8,73.9,9.2,1.6%,235,9.4,235,9.4,139,5.6,0,0.0,0,16.5%,25,1,0,16,9,1,1,1,53
9,Jermaine Gresham,34,9,2012,51,433,12.7,55,5,2,0,0,0,0,8,72.3,9.0,0.0%,185,5.4,185,5.4,248,7.3,0,0.0,0,18.1%,34,6,0,18,5,2,2,2,55
10,Martellus Bennett,32,9,2012,49,374,11.7,33,4,3,0,0,0,0,9,71.4,7.9,23.0%,272,8.5,272,8.5,102,3.2,0,0.0,0,15.4%,32,3,0,16,4,3,0,0,33
11,Kyle Rudolph,27,9,2012,50,242,9.0,29,1,5,0,0,0,0,9,69.7,7.7,1.3%,122,4.5,122,4.5,120,4.4,0,0.0,0,17.7%,27,5,0,12,1,0,0,0,29
12,Brent Celek,33,9,2012,57,436,13.2,34,8,1,0,0,0,1,8,64.1,8.0,0.0%,252,7.6,252,7.6,184,5.6,0,0.0,0,19.3%,33,6,0,20,8,1,0,0,34
13,Jared Cook,30,9,2012,46,379,12.6,61,6,2,0,0,0,1,9,62.9,7.0,0.0%,249,8.3,249,8.3,130,4.3,0,0.0,0,14.0%,30,3,0,12,6,2,1,1,61
14,Greg Olsen,34,9,2012,53,395,11.6,34,4,1,0,0,0,0,8,62.5,7.8,7.0%,289,8.5,289,8.5,106,3.1,0,0.0,0,22.5%,34,3,0,19,4,1,0,0,34
15,Brandon Pettigrew,39,9,2012,60,385,9.9,24,2,1,0,0,0,1,8,62.0,7.8,0.0%,200,5.1,200,5.1,185,4.7,0,0.0,0,16.9%,39,6,0,17,2,0,0,0,24
16,Scott Chandler,22,9,2012,41,285,13.0,43,5,4,0,0,0,1,8,61.5,7.7,0.0%,195,8.9,195,8.9,90,4.1,0,0.0,0,16.0%,22,4,0,14,5,1,1,0,43
17,Dennis Pitta,32,9,2012,53,309,9.7,27,4,2,0,0,0,0,8,58.9,7.4,0.0%,222,6.9,222,6.9,87,2.7,0,0.0,0,19.1%,32,1,0,10,4,0,0,0,27
18,Antonio Gates,24,9,2012,42,281,11.7,33,3,3,0,0,0,0,7,58.1,8.3,0.2%,203,8.5,203,8.5,78,3.3,0,0.0,0,16.2%,24,4,3,15,3,1,0,0,33
